opt;bmoipr2;-46416168.298
opt;bnatt350;0
opt;bnatt400;1
inf;bnatt500;
opt;bppc4-08;53
best;bppc6-02;116
best;bppc6-06;208
opt;bppc8-02;507
opt;bppc8-09;472
opt;brasil;13655
opt;brazil3;24
opt;breastcancer-regularized;35.76784210526315
best;bts4-cta;472243.4174959
opt;buildingenergy;33283.853236
opt;cap6000;-2451377
opt;cbs-cta;0
best;cdc7-4-3-2;-288.0
best;cdma;-2.477848e+16
opt;chromaticindex1024-7;4
opt;chromaticindex128-5;4
opt;chromaticindex256-8;4
opt;chromaticindex32-8;4
opt;chromaticindex512-7;4
opt;ci-s4;3336.23984845
best;circ10-3;284
opt;cmflsp40-24-10-7;51664409.2721
best;cmflsp40-36-2-10;66456407.5181282
opt;cmflsp50-24-10-4;58988866.7484
opt;cmflsp50-24-8-8;55789389.886
best;cmflsp60-36-2-6;73924742.8388186
opt;co-100;2639942.06
opt;cod105;-12
opt;comp07-2idx;6
opt;comp08-2idx;37
best;comp12-2idx;291
best;comp16-3idx;24
opt;comp21-2idx;74
opt;control20-5-10-5;406205618311810
opt;control30-3-2-3;-17.25658927192
inf;control30-5-10-4;
opt;core2536-691;689
best;core2586-950;948
best;core4284-1064;1063.0
best;core4872-1529;1530.0
opt;cost266-UUE;25148940.56
opt;cov1075;20
inf;cryptanalysiskb128n5obj14;
opt;cryptanalysiskb128n5obj16;0
opt;csched007;351
opt;csched008;173
opt;csched010;407.999999999994
best;cvrpa-n64k9vrpi;2042.0
best;cvrpb-n45k5vrpi;775
best;cvrpp-n16k8vrpi;450
opt;cvrpsimple2i;34
opt;cvs08r139-94;-116
opt;cvs16r106-72;-81
opt;cvs16r128-89;-97
opt;cvs16r70-62;-42
opt;cvs16r89-60;-65
opt;d10200;12430
best;d20200;12240
opt;dale-cta;0
opt;dano3_3;576.34463303
opt;dano3_5;576.924915956562
best;dano3mip;665.571428571428
opt;danoint;65.6666666666
unkn;datt256;
opt;dc1c;1767903.6501
best;dc1l;1759461.6601
opt;dcmulti;188182
opt;decomp1;-120
opt;decomp2;-160
inf;dell;
best;dfn-bwin-DBE;73623.79
opt;dfn-gwin-UUM;38752
opt;dg012142;2300867
opt;diameterc-mstc-v20a190d5i;414
opt;diameterc-msts-v40a100d5i;729
opt;disctom;-5000
opt;disktom;-5000
best;dlr1;2708148.95990256
best;dlr2;143561683710
opt;dolom1;6609253
opt;drayage-100-12;94941.5891075
opt;drayage-100-23;103333.87407
opt;drayage-25-23;101282.647018
opt;drayage-25-27;102183.505325
opt;drayage-25-32;91395.84915
best;ds-big;195.498997075249
opt;ds;93.52
opt;dsbmip;-305.19817501
opt;dws008-01;37412.604588
opt;dws008-03;62831.7633546923
best;dws012-01;82030.55222224
best;dws012-02;126211.9341071
best;dws012-03;148877.4171892
opt;eil33-2;934.007915999999
opt;eilA101-2;880.920108
opt;eilB101;1216.920174
opt;eilC76-2;762.514781999996
opt;ej;25508
opt;elitserienhandball11i;3
opt;elitserienhandball13i;5
opt;elitserienhandball14i;2
opt;elitserienhandball3i;4
inf;enlight11;
opt;enlight13;71
inf;enlight14;
opt;enlight15;69
inf;enlight16;
inf;enlight4;
opt;enlight8;27
inf;enlight9;
opt;enlight_hard;37
best;eva1aprime5x5opt;-15.2327684119804
best;eva1aprime6x6opt;-11.6180700211454
best;ex1010-pi;235
opt;ex10;100
opt;ex9;81
opt;exp-1-500-5-5;65887
best;f2000;1835
opt;f2gap201600;76453
opt;f2gap401600;82307
opt;f2gap40400;20772
opt;f2gap801600;86679
opt;fast0507;174
opt;fastxgemm-n2r6s0t2;230
opt;fastxgemm-n2r7s4t1;42
best;fastxgemm-n3r21s3t6;4110.99800117485
best;fastxgemm-n3r22s4t6;3101.9984985
best;fastxgemm-n3r23s5t6;3089.997998
inf;fhnw-binpack4-18;
opt;fhnw-binpack4-48;0
inf;fhnw-binpack4-4;
unkn;fhnw-binpack4-58;
unkn;fhnw-binpack4-77;
best;fhnw-binschedule0;16128
best;fhnw-binschedule1;55224
best;fhnw-binschedule2;2428
best;fhnw-schedule-paira100;-15.1131226682367
best;fhnw-schedule-paira200;-19.157058350349338
best;fhnw-schedule-paira400;-35.4988125672093
best;fhnw-schedule-pairb200;-19.24094384259708
best;fhnw-schedule-pairb400;-35.45718061898704
opt;fhnw-sq2;0
inf;fhnw-sq3;
opt;fiball;138
opt;fiber;405935.18
opt;fillomino7x7-0i;0
opt;fixnet6;3983
best;fjspeasy01i;253
opt;flugpl;1201500
inf;flugplinf;
opt;g200x740;44316
opt;g200x740i;30086
inf;g503inf;
best;gasprod1-1;291.522687722478
opt;gasprod1-2;983.039488258
opt;gasprod1-3;2310.0993127
opt;gasprod2-1;1628548.2968
opt;gasprod2-2;1375631.6625
opt;gen-ip002;-4783.733392
opt;gen-ip016;-9476.155197
opt;gen-ip021;2361.45419519
opt;gen-ip036;-4606.67961
opt;gen-ip054;6840.96564179
opt;gen;112313.362718
best;genus-g31-8;-23
best;genus-g61-25;-34
best;genus-sym-g31-8;-21
best;genus-sym-g62-2;-30
best;genus-sym-grafo5708-48;-21
best;ger50-17-ptp-pop-3t;5231.10985069602
opt;ger50-17-ptp-pop-6t;8942.6328
best;ger50-17-trans-dfn-3t;3969.4334
best;ger50-17-trans-pop-3t;4038.441
opt;ger50_17_trans;7393.2618
opt;germanrr;47095869.649
opt;germany50-DBM;473840
best;germany50-UUM;628490
opt;gesa2-o;25779900
opt;gesa2;25779900
opt;gfd-schedulen180f7d50m30k18-16i;47
opt;gfd-schedulen180f7d50m30k18;1
opt;gfd-schedulen25f5d20m10k3i;5
opt;gfd-schedulen55f2d50m30k3i;6
best;ghoulomb4-9-10i;44
opt;glass-sc;23
opt;glass4;1200012600
opt;gmu-35-40;-2406733.3688
opt;gmu-35-50;-2607958.33
opt;gmut-75-50;-14180699.047
best;gmut-76-40;-14169441.78
best;gmut-76-50;-14171893.7789212
opt;gmut-77-40;-14172045.4419852
opt;go19;84
opt;gr4x6;202.349999999998
opt;graph20-20-1rand;-9
opt;graph20-80-1rand;-6
best;graph40-20-1rand;-15
best;graph40-40-1rand;-9
best;graph40-80-1rand;-7
opt;graphdraw-domain;19686
opt;graphdraw-gemcutter;7118.5
best;graphdraw-grafo2;72118.5
best;graphdraw-mainerd;39852.999999999956
best;graphdraw-opmanager;103535.4999999998
best;gsvm2rl11;18121.63800478
best;gsvm2rl12;22.12011638092
opt;gsvm2rl3;0.33652753
opt;gsvm2rl5;5.42305352523751
best;gsvm2rl9;7438.181167768
opt;gt2;21166
opt;gus-sch;-1167
opt;h50x2450;32906.880834
opt;h80x6320;3700
opt;h80x6320d;6382.099048246
opt;hanoi5;1931
opt;haprp;3673280.6808
opt;harp2;-73899798
opt;hawaiiv10-130;52425028.9449536
opt;hgms-det;-47314.0858741549
best;hgms30;-44338.3173275985
best;hgms62;-44835.6989844961
opt;highschool1-aigio;0
opt;hypothyroid-k1;-2851
opt;ic97_potential;3942
opt;ic97_tension;3942
opt;icir97_potential;6325
opt;icir97_tension;6375
opt;iis-100-0-cov;29
opt;iis-bupa-cov;36
opt;iis-glass-cov;21
opt;iis-hc-cov;17
opt;iis-pima-cov;33
opt;in;58
opt;irish-electricity;3723497.591396
opt;irp;12159.492835397
opt;istanbul-no-cutoff;204.08170701
best;ivu06-big;146.70099942
best;ivu06;146.70099942
opt;ivu52;481.0068
best;ivu59;1040.48278862
opt;janos-us-DDM;1492707
opt;k16x240;10674
opt;k16x240b;11393
opt;k1mushroom;-3288
unkn;k1mushroomi;
opt;khb05250;106940226
best;kosova1;526
best;kottenpark09;2120
opt;l2p12;5
opt;l2p1i;6
opt;l2p2i;8
unkn;lectsched-1-obj;
opt;lectsched-1;0
opt;lectsched-2;0
opt;lectsched-3;0
opt;lectsched-4-obj;4
opt;lectsched-5-obj;24
opt;leo1;404227536.16
opt;leo2;404077441.12
best;liu;1084.0
opt;loopha13;6.40233
opt;lotsize;1480195
best;lr1dr02vc05v8a-t360;123046.81493703081
best;lr1dr04vc05v17a-t360;253167.754515788
best;lr1dr12vc10v70b-t360;1166516.57270949
unkn;lr2-22dr3-333vc4v17a-t60;
opt;lrn;44479255.12362
inf;lrsa120;
opt;m100n500k4r1;-25
opt;macrophage;374
opt;mad;0.0268
opt;manna81;-13164
opt;map06;-289
opt;map10;-495
opt;map14860-20;-922
opt;map14;-674
opt;map16715-04;-111
opt;map18;-847
opt;map20;-922
opt;mappingmesh3x3mpeg2i;905
opt;mario-t-hard5i;-4482
inf;maritime-jg3d9;
opt;markshare1;0.9999999999991
opt;markshare2;1
opt;markshare_4_0;1
opt;markshare_5_0;1
opt;mas74;11801.18572
opt;mas76;40005.05399
opt;maxgasflow;-44565819157.51
opt;mc11;11689
opt;mc7;3417
opt;mc8;1566
opt;mcsched;211913
unkn;methanosarcina;
opt;mik-250-1-100-1;-66729
opt;mik-250-20-75-1;-49716
opt;mik-250-20-75-2;-50768
opt;mik-250-20-75-3;-52242
opt;mik-250-20-75-4;-52301
opt;mik-250-20-75-5;-51532
opt;milo-v12-6-r1-58-1;634081.411203952
best;milo-v12-6-r1-75-1;1153880.23371389
opt;milo-v12-6-r2-40-1;326481.14282799
opt;milo-v13-4-3d-3-0;273238.08563337
best;milo-v13-4-3d-4-0;358152.262193709
opt;mine-166-5;-566395707.9
opt;mine-90-10;-784302337.6332
best;mining;-797686257.498397
best;minutedispatchstrategy;3109.9034778
inf;misc04inf;
inf;misc05inf;
opt;misc07;2810
opt;mitre;115155
opt;mkc1;-607.20703
opt;mkc;-563.8460100132
inf;mod008inf;
opt;mod010;6548
opt;mod011;-54558535.59
opt;modglob;20740500
opt;moj-mining;-1256561010.473
opt;momentum1;109143.4935
opt;momentum2;12314.1
best;momentum3;173904.8
opt;mrcpspj30-15-5i;24
opt;mrcpspj30-17-10i;26
opt;mrcpspj30-53-3i;34
opt;msc98-ip;19839497.0058743
opt;mspp16;363
best;mspsphard01i;35
best;mspsphard03i;30
opt;mtest4ma;52148
opt;mushroom-best;0.0553337612
opt;mzzv11;-21718
opt;mzzv42z;-20540
opt;n13-3;13385
unkn;n15-3;
opt;n2seq36f;52200
opt;n2seq36q;52200
opt;n3-3;15915
best;n3700;1227629.0
best;n3705;1225465
best;n3707;1186691.0
best;n3709;1207965.0
unkn;n370a;
best;n370b;1236963
opt;n3div36;130800
opt;n3seq24;52200
opt;n4-3;8993
opt;n5-3;8105
opt;n6-3;15175
opt;n7-3;15426
opt;n9-3;14409
best;nag;945
best;nb10tb;13797867680.1445
opt;neos-1061020;-142745.3
opt;neos-1067731;1025102
opt;neos-1109824;378
opt;neos-1112782;571844066711
opt;neos-1112787;564772773667
opt;neos-1122047;161
inf;neos-1140050;
opt;neos-1171448;-309
opt;neos-1171692;-273
opt;neos-1171737;-195
opt;neos-1223462;-751.0000000645
opt;neos-1224597;-428
opt;neos-1225589;1231065191.85
unkn;neos-1311124;
opt;neos-1324574;8
opt;neos-1330346;8
opt;neos-1337307;-202319
opt;neos-1354092;46
opt;neos-1367061;31320456.264
opt;neos-1396125;3000.0453373
best;neos-1420546;23011.81329777
best;neos-1420790;3121.423334912
best;neos-1423785;21921.3333432708
opt;neos-1425699;3179698977
opt;neos-1426635;-176
opt;neos-1426662;-44
unkn;neos-1429212;
opt;neos-1430701;-77.0000000000018
opt;neos-1436709;-128
opt;neos-1440225;36
opt;neos-1440460;-179.25
opt;neos-1442119;-181
opt;neos-1442657;-154.5
opt;neos-1445532;-17041
opt;neos-1445738;-17380
opt;neos-1445743;-17905
opt;neos-1445765;-17783
opt;neos-1456979;176
opt;neos-1516309;35954
opt;neos-1582420;91
opt;neos-1593097;23136
opt;neos-1599274;32075.6
opt;neos-1601936;3
opt;neos-1603965;619244367.662956
opt;neos-1605061;12
opt;neos-1605075;9
opt;neos-1616732;159
opt;neos-1620770;9
inf;neos-2075418-temuka;
opt;neos-2294525-abba;321.1522319
opt;neos-2328163-agri;27674
opt;neos-2624317-amur;3.5223968
inf;neos-2626858-aoos;
best;neos-2629914-sudost;48180
opt;neos-2652786-brda;4.7924996
inf;neos-2656603-coxs;
opt;neos-2657525-crna;1.810748
opt;neos-2669500-cust;2242
opt;neos-2746589-doon;2008.2
best;neos-2974461-ibar;468906174.771
opt;neos-2978193-inde;-2.38806169
best;neos-2978205-isar;-11.92580869
opt;neos-2987202-jeir;-1836136351.2
opt;neos-2987310-joes;-607702988.3
best;neos-2991472-kalu;12
opt;neos-3004026-krka;0
best;neos-3009394-lami;5.5
opt;neos-3024952-loue;26756
opt;neos-3025225-shelon;0.7727272712094
opt;neos-3045796-mogo;-175
opt;neos-3046601-motu;1459
opt;neos-3046615-murg;1600
opt;neos-3048764-nadi;-3883988306.4
opt;neos-3065804-namu;0
best;neos-3068746-nene;61910283.68795
opt;neos-3072252-nete;11807698
opt;neos-3075395-nile;6021720
opt;neos-3083784-nive;0
opt;neos-3083819-nubu;6307996
opt;neos-3116779-oban;0
opt;neos-3118745-obra;255
inf;neos-3135526-osun;
opt;neos-3148108-pahi;0
unkn;neos-3208254-reiu;
opt;neos-3209462-rhin;12
opt;neos-3209519-ruhr;467.5
inf;neos-3211096-shag;
opt;neos-3214367-sovi;179965
opt;neos-3216931-puriri;71320
inf;neos-3218348-suir;
opt;neos-3226448-wkra;0
unbd;neos-3229051-yass;
unbd;neos-3230376-yser;
unbd;neos-3230511-yuna;
unbd;neos-3230516-zala;
unkn;neos-3237086-abava;
unbd;neos-3283608-agout;
best;neos-3322547-alsek;400.0
opt;neos-3352863-ancoa;28700
opt;neos-3354841-apure;48800
best;neos-3355120-tarago;-11016684.60923
unkn;neos-3355323-arnon;
opt;neos-3372571-onahau;0.411055181902462
opt;neos-3373491-avoca;27449084632
opt;neos-3381206-awhea;453
opt;neos-3402294-bobin;0.0672499999999995
inf;neos-3402454-bohle;
opt;neos-3421095-cinca;44269368.138
best;neos-3426085-ticino;225
best;neos-3426132-dieze;407
opt;neos-3437289-erdre;0
opt;neos-3530903-gauja;168
opt;neos-3530905-gaula;159
opt;neos-3555904-turama;-34.7
opt;neos-3572885-glina;0
opt;neos-3581454-haast;2295
opt;neos-3592146-hawea;15465800.718
best;neos-3594536-henty;401382.0
unkn;neos-3603137-hoteo;
opt;neos-3610040-iskar;37
opt;neos-3610051-istra;49
opt;neos-3610173-itata;147.99999986
opt;neos-3611447-jijia;107
opt;neos-3611689-kaihu;119
best;neos-3615091-sutlej;-1048730.84101147
opt;neos-3627168-kasai;988585.62
inf;neos-3631363-vilnia;
best;neos-3634244-kauru;1398.01568576
opt;neos-3636886-kereu;100001768.08
unbd;neos-3654993-kolva;
opt;neos-3656078-kumeu;-13172.2
opt;neos-3660371-kurow;2270.85
opt;neos-3661949-lesse;688995225
opt;neos-3665875-lesum;3274.81
unbd;neos-3672928-linge;
best;neos-3682128-sandon;34666770
unkn;neos-3691541-lonja;
best;neos-3695882-vesdre;520.999999999993
opt;neos-3696678-lyvia;83.749999959
unbd;neos-3699044-maipo;
opt;neos-3699377-maori;135877.224265
opt;neos-3703351-marne;317056.210386
unbd;neos-3709489-menik;
opt;neos-3734794-moppy;5900905694.59
best;neos-3740487-motru;164.4691736839999
best;neos-3754224-navua;280713.579943285
opt;neos-3754480-nidda;12941.74
opt;neos-3755335-nizao;50.0301565326
opt;neos-3759587-noosa;48.334467769
opt;neos-3761878-oglio;422769.02254
opt;neos-3762025-ognon;607171.50305
inf;neos-3988577-wolgan;
opt;neos-4165869-wannon;293
best;neos-4230265-orari;91310.2
best;neos-4232544-orira;51015596.2014
opt;neos-4260495-otere;5290
best;neos-4264598-oueme;6038453.676499
unkn;neos-4285819-pedja;
best;neos-4290317-perth;3017324.03186391
best;neos-4292145-piako;32197
opt;neos-4295773-pissa;0.0383071909985602
opt;neos-4300652-rahue;2.1416
opt;neos-4306827-ravan;10186.573039
best;neos-4321076-ruwer;2135.20000000003
opt;neos-4322846-ryton;0.41984836
opt;neos-4332801-seret;279835.50495
opt;neos-4332810-sesia;21849.762376
opt;neos-4333464-siret;24.785819952
opt;neos-4333596-skien;-14610731.01
opt;neos-4335793-snake;27
opt;neos-4338804-snowy;1471
opt;neos-4343293-stony;46.38472895
best;neos-4355351-swalm;33.4575745400831
best;neos-4358725-tagus;4206.140099965
opt;neos-4359986-taipa;69.8
best;neos-4360552-sangro;-7
inf;neos-4382714-ruvuma;
opt;neos-4387871-tavua;33.384729927
opt;neos-4391920-timok;0.00545540819999822
opt;neos-4393408-tinui;375.49807237
opt;neos-4408804-prosna;1306
opt;neos-4409277-trave;3
opt;neos-4413714-turia;45.3701670199998
unbd;neos-4477313-unzha;
best;neos-4531126-vouga;525053.6089188
opt;neos-4532248-waihi;61.6
best;neos-4533806-waima;4870
best;neos-4535459-waipa;26192754
best;neos-4545615-waita;6437
best;neos-4555749-wards;3759
best;neos-4562542-watut;5684
best;neos-4647027-thurso;27407.3269
opt;neos-4647030-tutaki;27265.706
best;neos-4647032-veleka;27214.4801
opt;neos-4650160-yukon;59.884999987
opt;neos-4703857-ahuroa;7868280750.276
opt;neos-4722843-widden;25009.662227
opt;neos-4724674-aorere;8609.1960886
opt;neos-4736745-arroux;247345269.52
opt;neos-4738912-atrato;283627956.595
opt;neos-4754521-awarau;0
opt;neos-4760493-puerua;2665.4577364
opt;neos-476283;406.363206984
opt;neos-4763324-toguru;1613.03884585
opt;neos-4797081-pakoka;0
opt;neos-4805882-barwon;3010
opt;neos-480878;492.5144492879
opt;neos-4954274-beardy;20946.48
unbd;neos-4954340-beaury;
unbd;neos-4954357-bednja;
opt;neos-4954672-berkel;2612710
unbd;neos-4960896-besbre;
unbd;neos-4966126-blavet;
opt;neos-4966258-blicks;556
opt;neos-4971100-bodrog;-1.192092895508e-07
opt;neos-4972437-bojana;427
opt;neos-4972461-bolong;534
opt;neos-4976951-bunnoo;454
opt;neos-4984115-canche;-9946659.921
opt;neos-498623;16.6
opt;neos-5013590-toitoi;3772.4527499
opt;neos-5018451-chiese;-147988824.81
opt;neos-503737;50
unbd;neos-5041756-cobark;
best;neos-5041822-cockle;5724245.70446761
best;neos-5044663-wairoa;4657199.999863
best;neos-5045105-creuse;20.5714290993
opt;neos-5049753-cuanza;561.9999971689
opt;neos-5051588-culgoa;134.5
opt;neos-5052403-cygnet;182
opt;neos-506422;0
opt;neos-506428;583780
opt;neos-5075914-elvire;323.83878739
opt;neos-5076235-embley;2362
opt;neos-5078479-escaut;9682.3381787
opt;neos-5079731-flyers;2440
unbd;neos-5081619-ganges;
opt;neos-5083528-gimone;0
opt;neos-5093327-huahum;6260
opt;neos-5100895-inster;3132
opt;neos-5102383-irwell;2210
opt;neos-5104907-jarama;935
opt;neos-5106984-jizera;821
opt;neos-5107597-kakapo;3645
opt;neos-5108386-kalang;730
opt;neos-5114902-kasavu;655
opt;neos-5115478-kaveri;1233.99999999096
opt;neos-5116085-kenana;602
opt;neos-5118834-korana;757
opt;neos-5118851-kowhai;1376
opt;neos-5123665-limmat;730
opt;neos-5125849-lopori;0
opt;neos-5129192-manaia;0
opt;neos-5138690-middle;739
opt;neos-5140963-mincio;14393
opt;neos-5149806-wieprz;21
best;neos-5151569-mologa;686789910.917
inf;neos-5157194-moruya;
opt;neos-5178119-nalagi;22.73999999763
opt;neos-5182409-nasivi;301.99999992
opt;neos-5188808-nattai;0.110283623
best;neos-5189128-totara;16517509
opt;neos-5192052-neckar;-11670000
opt;neos-5193246-nerang;0.0382197621728
opt;neos-5195221-niemur;0.0038354326
best;neos-5196530-nuhaka;0.00682167508856644
opt;neos-520729;-1385000.000166
best;neos-5221106-oparau;55.5399999999997
opt;neos-5223573-tarwin;0.1058
opt;neos-5251015-ogosta;0.1058
opt;neos-525149;60.99999999107
best;neos-5260764-orauea;82593.180883185
opt;neos-5261882-treska;51614.874
best;neos-5266653-tugela;65505.2005752763
opt;neos-5273874-yomtsa;0
opt;neos-555001;1210625
opt;neos-555343;1512800
opt;neos-555424;1286800
opt;neos-555884;1232700
opt;neos-565672;90693.549539
opt;neos-574665;5761665.2169
opt;neos-578379;0
opt;neos-585192;461.1797
opt;neos-585467;399.3739
opt;neos-595904;64829.59
opt;neos-619167;1.66489361858996
opt;neos-631517;11490666.665
opt;neos-631710;203
opt;neos-633273;6996841098
opt;neos-662469;184380
opt;neos-686190;6730
opt;neos-691058;296.999999999986
opt;neos-693347;234
opt;neos-738098;-1099
opt;neos-777800;-80
opt;neos-780889;3421500
inf;neos-785912;
opt;neos-787933;30
opt;neos-799711;-11170211.734
opt;neos-799716;4932670.66169
inf;neos-807456;
opt;neos-807639;454.2
inf;neos-820146;
inf;neos-820157;
opt;neos-820879;25468
opt;neos-824661;33
opt;neos-824695;31
opt;neos-826224;121
opt;neos-826650;29
opt;neos-826694;58
opt;neos-826812;58.011
opt;neos-826841;29.0082
opt;neos-827015;2.31958979
opt;neos-827175;112.00152
opt;neos-829552;2.31958979
opt;neos-831188;2.61377462
opt;neos-847302;4
best;neos-848198;51837.0
opt;neos-848589;2351.4031
opt;neos-849702;0
opt;neos-850681;2472
inf;neos-859770;
opt;neos-860300;3201
opt;neos-872648;48.60790603143
opt;neos-873061;113.6562385063
opt;neos-876808;169795.259907
opt;neos-885086;-243
opt;neos-885524;12320.092
opt;neos-911880;54.76
opt;neos-911970;54.76
opt;neos-913984;1000
opt;neos-914441;9347772
opt;neos-916792;31.870398371
opt;neos-932721;52030
opt;neos-932816;15376
opt;neos-933562;17.9999999999998
opt;neos-933638;276
opt;neos-933966;318
opt;neos-934278;260
opt;neos-935234;2432
opt;neos-935627;2598
opt;neos-935769;3010
opt;neos-937511;3510
opt;neos-937815;2845
opt;neos-941262;2791
opt;neos-941313;9361
opt;neos-942830;16
opt;neos-948126;2607
opt;neos-948346;-227.6
opt;neos-950242;4
inf;neos-952987;
opt;neos-953928;-99.9044444446
opt;neos-954925;-237.7688889
opt;neos-956971;-237.7688889
opt;neos-957143;-237.7688889
opt;neos-957323;-237.7566815
opt;neos-957389;1.5
opt;neos-960392;-238
opt;neos-983171;2360
opt;neos-984165;2188
opt;neos13;-95.474806559
opt;neos15;80598.430096861
opt;neos16;446
opt;neos17;0.1500025774
opt;neos18;16
opt;neos22;779715
opt;neos2;454.86469703
opt;neos4;-48603440751
opt;neos5;15
opt;neos6;83
inf;neos788725;
opt;neos808444;0
inf;neos858960;
inf;neos859080;
opt;neos8;-3719
opt;neos9;797.999999999987
opt;net12;214
opt;netdiversion;242
opt;newdano;65.66666666
opt;nexp-150-20-1-5;66
opt;nexp-150-20-8-5;231
opt;nexp-50-20-1-1;29
opt;nexp-50-20-4-2;71
opt;nh97_potential;1418
opt;nh97_tension;1418
unkn;nj1;
unkn;nj2;
unkn;nj3;
inf;no-ip-64999;
inf;no-ip-65059;
opt;nobel-eu-DBE;608910
opt;noswot;-41.00000885
opt;npmv07;1.0481e+11
opt;ns1111636;162
opt;ns1116954;0
inf;ns1158817;
opt;ns1208400;2
opt;ns1430538;88
best;ns1456591;988.14128344
opt;ns1606230;21
best;ns1631475;11100
opt;ns1644855;-1524.333333333
opt;ns1663818;86
best;ns1679495;2717205.68964376
opt;ns1685374;-13
inf;ns1686196;
opt;ns1688347;27
best;ns1690781;-927.025889150118
opt;ns1696083;45
inf;ns1702808;
inf;ns1745726;
opt;ns1758913;-1454.671755
opt;ns1760995;-549.21438505
inf;ns1766074;
inf;ns1769397;
opt;ns1778858;-22635740
best;ns1828997;9
opt;ns1830653;20622
best;ns1849932;676.0
unkn;ns1853823;
unkn;ns1854840;
best;ns1856153;34.7368033946254
best;ns1904248;38.22
unkn;ns1905797;
unkn;ns1905800;
opt;ns1952667;0
opt;ns2017839;7.70305e+13
opt;ns2034125;190021
opt;ns2071214;507
opt;ns2081729;9
inf;ns2118727;
opt;ns2122603;77700060
best;ns2122698;68759.9975036384
best;ns2124243;77460
unkn;ns2137859;
unkn;ns4-pr3;
opt;ns4-pr6;29314
unkn;ns4-pr9;
unkn;ns894236;
opt;ns894244;15
unkn;ns894786;
opt;ns894788;7
opt;ns903616;19
best;ns930473;821466
opt;nsa;120
best;nsr8k;18177986.0
opt;nsrand-ipx;51200
opt;nu120-pr12;42215
opt;nu120-pr3;28130
opt;nu120-pr9;24945
opt;nu25-pr12;53905
opt;nu4-pr9;35520
opt;nu60-pr9;24940
unkn;nucorsav;
opt;nursesched-medium-hint03;115
opt;nursesched-medium04;237
opt;nursesched-sprint-hidden09;338
opt;nursesched-sprint-late03;48
opt;nursesched-sprint02;58
opt;nw04;16862
best;ofi2;6153920483.9
opt;ofi;6155380000
opt;oocsp-racks030e6cci;0
inf;oocsp-racks030f7cci;
opt;opm2-z10-s2;-33826
opt;opm2-z10-s4;-33269
opt;opm2-z11-s8;-43485
opt;opm2-z12-s14;-64291
opt;opm2-z12-s7;-65514
opt;opm2-z12-s8;-58540
opt;opm2-z6-s1;-6202
opt;opm2-z7-s2;-10280
opt;opm2-z7-s8;-11242
opt;opm2-z8-s0;-15775
opt;opt1217;-16
opt;osorio-cta;0.0289392002
opt;p0201;7615
opt;p100x588b;47878
opt;p200x1188c;15078
opt;p2756;3124
inf;p2m2p1m1p0n100;
opt;p500x2988;71836
opt;p500x2988c;15215
opt;p500x2988d;6
opt;p6b;-63
opt;p80x400b;39667
opt;pb-fit2d;-20425
best;pb-gfrd-pnc;8890
best;pb-grow22;-342763.0
unkn;pb-market-split8-70-4;
